176.34033203125, CU, 2
176.6406707763672, CU, 1
176.79083251953125, CU, 13
178.5863800048828, CU, 8
179.20558166503906, CU, 14
183.6851348876953, CU, 9
186.36892700195312, CU, 10
189.85208129882812, CU, 7
193.42233276367188, CU, 18
197.05252075195312, CU, 19
197.31948852539062, CU, 11
197.71994018554688, CU, 17
198.79693603515625, CU, 15
198.79693603515625, CU, 16
204.86019897460938, CU, 12
207.35531616210938, CU, 20
218.60205078125, CU, 21
218.60205078125, CU, 23
220.89437866210938, CU, 27
225.73699951171875, CU, 22
225.73699951171875, CU, 29
228.253662109375, CU, 28
232.0203857421875, CU, 25
232.8114013671875, CU, 30
235.30459594726562, CU, 91
238.35386657714844, CU, 92
238.58531188964844, CU, 33
238.93246459960938, CU, 93
239.61595153808594, CU, 98
242.2002410888672, CU, 95
242.38973999023438, CU, 34
246.13092041015625, CU, 83
246.57586669921875, CU, 38
